id,original_text,clean_text,original_label,label,language_type,text_length,word_count,duplicate_flag,label_conflict,suspicious_subtitle,removal_reason
13232,e mokakda smith mama den dekka amuthuyi kiyala mama hithanne ohu klak eke awul karanawa kiyala,e mokakda smith mama den dekka amuthuyi kiyala mama hithanne ohu klak eke awul karanawa kiyala,,,Singlish,94,16,False,False,False,
13234,ayeth enna nayakathuma koridowen pupurana drawyawalin ekak nethiwela mama hithanne vir eka klak ekata danna ethi,ayeth enna nayakathuma koridowen pupurana drawyawalin ekak nethiwela mama hithanne vir eka klak ekata danna ethi,,,Singlish,112,16,False,False,False,
13236,ne ne api eyawa ekathu karagena den ethanin yanna,ne ne api eyawa ekathu karagena den ethanin yanna,,,Singlish,49,9,False,False,False,
13237,eka koheda eka smith smith fk koheda,eka koheda eka smith smith fk koheda,,,Singlish,36,7,False,False,False,
13238,ayana dhawakaya winadi dahayakin aduwen yedenu etha api yamu,ayana dhawakaya winadi dahayakin aduwen yedenu etha api yamu,,,Singlish,60,9,False,False,False,
13240,mama welala iwarayi ethakota oya mokada methana karanne enna minissu api yamu kupar kalisam tikak endaganna,mama welala iwarayi ethakota oya mokada methana karanne enna minissu api yamu kupar kalisam tikak endaganna,,,Singlish,107,16,False,False,False,
13241,kshithijaya prashastha prawesha konaya tharanaya kireema anshaka dahatharak pemina thuna thuna hatharak we,kshithijaya prashastha prawesha konaya tharanaya kireema anshaka dahatharak pemina thuna thuna hatharak we,,,Singlish,106,13,False,False,False,
13242,jaiwa sken wikirana medihathweeme yam doshayak thibe,jaiwa sken wikirana medihathweeme yam doshayak thibe,,,Singlish,52,7,False,False,False,
13243,eya obe es wiwthawa thaba geneema sahathika kireemaki,eya obe es wiwthawa thaba geneema sahathika kireemaki,,,Singlish,53,8,False,False,False,
13244,hemoma hari api hemoma methana,hemoma hari api hemoma methana,,,Singlish,30,5,False,False,False,
13245,api siyalloma mehi sitimu api den kopamana kalayak miladee gaththadeyi soya balamu,api siyalloma mehi sitimu api den kopamana kalayak miladee gaththadeyi soya balamu,,,Singlish,82,12,False,False,False,
13246,eya naraka rasayak namuth obata eya husma gatha hekiya,eya naraka rasayak namuth obata eya husma gatha hekiya,,,Singlish,54,9,False,False,False,
13247,apita oksijan kochchara thiyenawada kiyana eka prashnayak neweyi,apita oksijan kochchara thiyenawada kiyana eka prashnayak neweyi,,,Singlish,64,8,False,False,False,
13248,oksijan prashnaya kaban dayoksayid nowe,oksijan prashnaya kaban dayoksayid nowe,,,Singlish,39,5,False,False,False,
13251,kiyaweemata hethuwa kumakdeyi mama nodanimi namuth eya kumak wuwath eya karya mandalaya nowe,kiyaweemata hethuwa kumakdeyi mama nodanimi namuth eya kumak wuwath eya karya mandalaya nowe,,,Singlish,92,13,False,False,False,
13253,samahara wita mul karya mandalaye ekkenek e wena kenek wenna ethi,samahara wita mul karya mandalaye ekkenek e wena kenek wenna ethi,,,Singlish,65,11,False,False,False,
13255,awinishchitha sambhawayak ethi jaiwa kiyaweem mata nyayak ethi bawa mata pewaseemata obata prayojanawath kisiwak netha,awinishchitha sambhawayak ethi jaiwa kiyaweem mata nyayak ethi bawa mata pewaseemata obata prayojanawath kisiwak netha,,,Singlish,118,15,False,False,False,
13256,me newa jeewamanayi kiyala oya kiyana de ahanna one,me newa jeewamanayi kiyala oya kiyana de ahanna one,,,Singlish,51,9,False,False,False,
13259,eya kala nohekkak bawa oba dannawa nam oba mage kalaya nasthi karanne eyideyi mama sithuwemi obata pilithurak awashya bawa saha ma sathuwa eththe eya pamani,eya kala nohekkak bawa oba dannawa nam oba mage kalaya nasthi karanne eyideyi mama sithuwemi obata pilithurak awashya bawa saha ma sathuwa eththe eya pamani,,,Singlish,156,25,False,False,False,
13260,mata awashya wanne idiri peya dahaya peya nawayayi miniththu wisi dekakin jeewath weemayi,mata awashya wanne idiri peya dahaya peya nawayayi miniththu wisi dekakin jeewath weemayi,,,Singlish,89,13,False,False,False,
13263,eya eherila inne eya lok eke inne eya endumak endala nehe methana inna weda nawathwanna epa,eya eherila inne eya lok eke inne eya endumak endala nehe methana inna weda nawathwanna epa,,,Singlish,91,16,False,False,False,
13265,oba wakutu wu iriyawwakata eda damanna obata thathpara pahak heki tharam thadin obe es wasa ganna,oba wakutu wu iriyawwakata eda damanna obata thathpara pahak heki tharam thadin obe es wasa ganna,,,Singlish,97,16,False,False,False,
13267,pupurawa harinna,pupurawa harinna,,,Singlish,16,2,False,False,False,
13268,vir ohu apawa wenath sthanayakata yawana dhawakaya sakreeya kaleya apata eya wasa demeemata apata sidu wiya,vir ohu apawa wenath sthanayakata yawana dhawakaya sakreeya kaleya apata eya wasa demeemata apata sidu wiya,,,Singlish,107,16,False,False,False,
13269,mama eka karannam ne mama ikmanata ennam,mama eka karannam ne mama ikmanata ennam,,,Singlish,40,7,False,False,False,
13275,owun pupurana sulu chodana karana thawath ekaki,owun pupurana sulu chodana karana thawath ekaki,,,Singlish,47,7,False,False,False,
13278,rudhiraya dhamani isina lesa pene obata shareerayak dekiya hekiya,rudhiraya dhamani isina lesa pene obata shareerayak dekiya hekiya,,,Singlish,65,9,False,False,False,
13280,palama matha sirura soya geneemen oba kampanayata path wuwa noweda mama meeta pera mala siruru deka eththemi,palama matha sirura soya geneemen oba kampanayata path wuwa noweda mama meeta pera mala siruru deka eththemi,,,Singlish,108,17,False,False,False,
13281,koridowe kisiweku netha namuth api pariganakayata anuwa nowe,koridowe kisiweku netha namuth api pariganakayata anuwa nowe,,,Singlish,60,8,False,False,False,
13283,ow ow jastin apita ehuna eya digatama katha karanawa,ow ow jastin apita ehuna eya digatama katha karanawa,,,Singlish,52,9,False,False,False,
13284,eyawa katha kara kara inna oya dannawada e mokakda kiyala,eyawa katha kara kara inna oya dannawada e mokakda kiyala,,,Singlish,57,10,False,False,False,
13285,walas petiyek ewith me dora eriya,walas petiyek ewith me dora eriya,,,Singlish,33,6,False,False,False,
13286,api yamak kala yuthuyi dewiyane nayaka jastin dora sakriya kala thathpara thihak pramadayi,api yamak kala yuthuyi dewiyane nayaka jastin dora sakriya kala thathpara thihak pramadayi,,,Singlish,90,13,False,False,False,
13287,obata kopi ekak thibe eya seethalayi,obata kopi ekak thibe eya seethalayi,,,Singlish,36,6,False,False,False,
13288,seethalayi mata wedak ne,seethalayi mata wedak ne,,,Singlish,24,4,False,False,False,
13291,mona magulak da newe hadawatha meheyawana guruthwakarshana haraya eyayi,mona magulak da newe hadawatha meheyawana guruthwakarshana haraya eyayi,,,Singlish,71,9,False,False,False,
13292,arakshitha paripathaya asarthaka weema nisa apata wayugolaya ahimi we,arakshitha paripathaya asarthaka weema nisa apata wayugolaya ahimi we,,,Singlish,69,9,False,False,False,
13293,mama kisiwak dutuwe netha mata kisiwak dekeemata awashya netha mema newa maga heree etha ema widyathmaka wishleshanayata sthuthiyi mistar smith,mama kisiwak dutuwe netha mata kisiwak dekeemata awashya netha mema newa maga heree etha ema widyathmaka wishleshanayata sthuthiyi mistar smith,,,Singlish,143,20,False,False,False,
13294,ema widyathmaka wishleshanayata sthuthiyi mistar smith eyi obata widyagnayeku weemata awashya netha,ema widyathmaka wishleshanayata sthuthiyi mistar smith eyi obata widyagnayeku weemata awashya netha,,,Singlish,99,12,False,False,False,
13296,sapekshatha neethiya sehellu gamanakata wada wegawath bawa obata kala noheka,sapekshatha neethiya sehellu gamanakata wada wegawath bawa obata kala noheka,,,Singlish,76,10,False,False,False,
13300,ohuge es pipirum awapeedanayata sidu wu de,ohuge es pipirum awapeedanayata sidu wu de,,,Singlish,42,7,False,False,False,
13301,pupurana drawya wisanyojanaya wisanyojanaya ese nokaranu etha,pupurana drawya wisanyojanaya wisanyojanaya ese nokaranu etha,,,Singlish,61,7,False,False,False,
13303,ewa apahu ganna mama uthsaha karanawa deyiyane,ewa apahu ganna mama uthsaha karanawa deyiyane,,,Singlish,46,7,False,False,False,
13304,wathaya narak wee ethnam apata mema endum sadahatama pelandiya noheka meya honda adahasak yeyi mama sithanne netha,wathaya narak wee ethnam apata mema endum sadahatama pelandiya noheka meya honda adahasak yeyi mama sithanne netha,,,Singlish,114,17,False,False,False,
13305,sarala rekawak lakunu dekak athara ketima dura weradiyi,sarala rekawak lakunu dekak athara ketima dura weradiyi,,,Singlish,55,8,False,False,False,
13308,eya kumakdeyi mama nodanimi jeewitha kiyaweem parimanayen behera wiya,eya kumakdeyi mama nodanimi jeewitha kiyaweem parimanayen behera wiya,,,Singlish,69,9,False,False,False,
13309,eyagen boho duras weema dushkara wiya yuthuya ow mata eya nethuwa paluyi eya den wasara dekak miya giyaya,eyagen boho duras weema dushkara wiya yuthuya ow mata eya nethuwa paluyi eya den wasara dekak miya giyaya,,,Singlish,105,18,False,False,False,
13310,ow mata eya nethuwa paluyi eya merila den awurudu dekayi mata samawenna,ow mata eya nethuwa paluyi eya merila den awurudu dekayi mata samawenna,,,Singlish,71,12,False,False,False,
13311,oya mokada karanne ekata mata yanna ona,oya mokada karanne ekata mata yanna ona,,,Singlish,39,7,False,False,False,
13315,jastin ma thula ethi andura gena yamak keewe ohu eyin adahas kale kumakda yannayi,jastin ma thula ethi andura gena yamak keewe ohu eyin adahas kale kumakda yannayi,,,Singlish,81,14,False,False,False,
13316,mama hithanne nehe eya eththatama wairayen lokuyi kiyala oyata mawa dakinna puluwan nam oya ehema kiyanne nehe,mama hithanne nehe eya eththatama wairayen lokuyi kiyala oyata mawa dakinna puluwan nam oya ehema kiyanne nehe,,,Singlish,110,17,False,False,False,
13319,mama eththatama sadayak sandaha endagena nehe eya sehelluwen,mama eththatama sadayak sandaha endagena nehe eya sehelluwen,,,Singlish,60,8,False,False,False,
13320,sehelluwen inna eka samanya deyak neweyi mama kiwwe mama tikak duwili sahithayi,sehelluwen inna eka samanya deyak neweyi mama kiwwe mama tikak duwili sahithayi,,,Singlish,79,12,False,False,False,
13322,api obe sparshaya matha weda kireemata sidu wanu etha mama ehi shabdayata kemathiyi,api obe sparshaya matha weda kireemata sidu wanu etha mama ehi shabdayata kemathiyi,,,Singlish,83,13,False,False,False,
13323,gemburu adhyathmika sabandathawayak sandaha ton thunak soyamin sitina sanwedee andha kukul petiyeku obata pudgalikawa denweemak pala kala heki bawa oba dannawa,gemburu adhyathmika sabandathawayak sandaha ton thunak soyamin sitina sanwedee andha kukul petiyeku obata pudgalikawa denweemak pala kala heki bawa oba dannawa,,,Singlish,159,21,False,False,False,
13324,sanwedee andha petiya gemburu adhyathmika sambandhathawayak sandaha ton thunak amaruwen soyayi minisa meya sadakalika nowe mage mithura reed suwayak sandaha weda karamin sitee,sanwedee andha petiya gemburu adhyathmika sambandhathawayak sandaha ton thunak amaruwen soyayi minisa meya sadakalika nowe mage mithura reed suwayak sandaha weda karamin sitee,,,Singlish,175,23,False,False,False,
13325,mama e gena kisiwak danne nehe mama adahas karanne,mama e gena kisiwak danne nehe mama adahas karanne,,,Singlish,50,9,False,False,False,
13328,mata sitiya hekke ek panayak sandaha pamani ben mata wiktar hamuweemata siduwee etha wiktar bala siteemata awashya netha,mata sitiya hekke ek panayak sandaha pamani ben mata wiktar hamuweemata siduwee etha wiktar bala siteemata awashya netha,,,Singlish,120,18,False,False,False,
13330,oba asuwa dashakaye rok sangeetha kandayamak men pene enduma digu wanu etha oba eya uthsaha kala yuthuya,oba asuwa dashakaye rok sangeetha kandayamak men pene enduma digu wanu etha oba eya uthsaha kala yuthuya,,,Singlish,104,17,False,False,False,
13331,enduma digu wanu etha oba eya uthsaha kala yuthuya mama eyata merenne netha,enduma digu wanu etha oba eya uthsaha kala yuthuya mama eyata merenne netha,,,Singlish,75,13,False,False,False,
13332,ohu kale nehe ohu kala,ohu kale nehe ohu kala,,,Singlish,22,5,False,False,False,
13333,oh ohu nila endumata kala de kala,oh ohu nila endumata kala de kala,,,Singlish,33,7,False,False,False,
13334,ohu eya adahas kale netha oba dannawa jonee ohu semawitama unusum charithayaki e ohu nowe e owun mata mese jeewath wiya noheka,ohu eya adahas kale netha oba dannawa jonee ohu semawitama unusum charithayaki e ohu nowe e owun mata mese jeewath wiya noheka,,,Singlish,126,22,False,False,False,
13335,obata iwaseemen siteema pahasuya netha mama hithuwe netha mama bata bata thek bala sitimu yeyi mama nosithuwemu api siyalloma den ekata sitimu ben,obata iwaseemen siteema pahasuya netha mama hithuwe netha mama bata bata thek bala sitimu yeyi mama nosithuwemu api siyalloma den ekata sitimu ben,,,Singlish,146,23,False,False,False,
13337,oya mokada methana karanne mama oya gena duk wenawa,oya mokada methana karanne mama oya gena duk wenawa,,,Singlish,51,9,False,False,False,
13338,ketharam mihiri ma gena mama oba gena kanassallata pathwa sitimi,ketharam mihiri ma gena mama oba gena kanassallata pathwa sitimi,,,Singlish,64,10,False,False,False,
13339,ma gena obata samagama bhawitha kala heki bawa pene obata kemata yamak miladee geneemata mata ida denna,ma gena obata samagama bhawitha kala heki bawa pene obata kemata yamak miladee geneemata mata ida denna,,,Singlish,103,17,False,False,False,
13342,reed pewasuwe abhyawakashayedi ema kunatuwa walakwa ganna bawath eya sidu wu akaraya api danna bawath ohu pawasana thek sathi kihipayak gatha wana bawayi,reed pewasuwe abhyawakashayedi ema kunatuwa walakwa ganna bawath eya sidu wu akaraya api danna bawath ohu pawasana thek sathi kihipayak gatha wana bawayi,,,Singlish,153,23,False,False,False,
13343,mama oba desa bala sitimi ikmanin apasu pemineema ho mama nawa manalayeku seweema arambha karami,mama oba desa bala sitimi ikmanin apasu pemineema ho mama nawa manalayeku seweema arambha karami,,,Singlish,96,15,False,False,False,
13346,oya monawada petiyo prarthana kale mata awashya hema deyakma mama denatamath laba gaththa,oya monawada petiyo prarthana kale mata awashya hema deyakma mama denatamath laba gaththa,,,Singlish,89,13,False,False,False,
13347,oba kawadawath nodanna me siyawase wishalathama jayagrahana sandaha ohu mudal yedewwa,oba kawadawath nodanna me siyawase wishalathama jayagrahana sandaha ohu mudal yedewwa,,,Singlish,85,11,False,False,False,
13348,mata meka ganna be ben meka bisnas ekak witharayi wedak,mata meka ganna be ben meka bisnas ekak witharayi wedak,,,Singlish,55,10,False,False,False,
13349,ohuge palamu upan ben gena kumak kiwa hekida apata jeewithaya bera gatha heki mudal wedagath nowe,ohuge palamu upan ben gena kumak kiwa hekida apata jeewithaya bera gatha heki mudal wedagath nowe,,,Singlish,97,16,False,False,False,
13350,ohu nasa gena dena sitiye ohu apawa wasa demeemata emathumak labadunne nam meya kriyathmaka wuwahoth apata udaw kala heki siyalu dena gena ben sithanna,ohu nasa gena dena sitiye ohu apawa wasa demeemata emathumak labadunne nam meya kriyathmaka wuwahoth apata udaw kala heki siyalu dena gena ben sithanna,,,Singlish,151,24,False,False,False,
13351,ben meya kriyathmaka wanne nam apata upakara kala heki siyalu dena gena sithanna samaharawita oba mema pudgalayata obawa wateta thallu kireemata ida hereemata warak oba gena sitha beliya yuthuya,ben meya kriyathmaka wanne nam apata upakara kala heki siyalu dena gena sithanna samaharawita oba mema pudgalayata obawa wateta thallu kireemata ida hereemata warak oba gena sitha beliya yuthuya,,,Singlish,194,29,False,False,False,
13352,samahara wita oba warak oba gena sitha beliya yuthuya oba semawitama mema pudgalayata obawa thallu kireemata ida dee apata awashya de apata laba geneemata pramanawath we,samahara wita oba warak oba gena sitha beliya yuthuya oba semawitama mema pudgalayata obawa thallu kireemata ida dee apata awashya de apata laba geneemata pramanawath we,,,Singlish,169,26,False,False,False,
13353,apata awashya de apata lebuni eya pramanawath bawa mama danimi ohuta katha kireemata awashya de gena mama kanassallata pathwa sitina bawa mama danimi,apata awashya de apata lebuni eya pramanawath bawa mama danimi ohuta katha kireemata awashya de gena mama kanassallata pathwa sitina bawa mama danimi,,,Singlish,149,23,False,False,False,
