sample_id,text,source_row,review_status,review_reason
SI08045,mama obata sthuthiyi siwilimata wisheshayen kemathi netha,8046,pending,
SI08046,mama lusee oyata adareyi,8047,pending,
SI08047,eya itha kuda sthanayak wana athara minisun eya ehi ethi bawath eya handunwanu lebe,8048,pending,
SI08048,eya samahara wita [Unkown] eya manasika yeyi anumana kala hekiya,8049,needs_review,partial_unknown_marker
SI08049,samahara wita ewata anumana karanna puluwan eya eththatama manasika rogiyek kiyala,8050,pending,
SI08050,boththama matha dakunu pasa hondin [Unkown] worwik ohuge upan nagaraya anumana karayi,8051,needs_review,partial_unknown_marker
SI08051,eka hari mata oya wage kenek mage jeewitheta munagehila ne,8052,pending,
SI08052,mage jeewithaye oba weni kisiweku mata hamu wee netha eya niweradi ya,8053,pending,
SI08053,mata hemathenama eswala kandulu thiyenawa eyi sepayum sandaha nom wetha noyanne saha birinda etharam sameepa nowanne eyi,8054,pending,
SI08054,helo eya nenguram lema samawenna eya wishalathama nagarayayi,8055,pending,
SI08055,eya itha [Unkown] oba me gena katha karanne oba [Unkown] kenek wana nawa mek gena ya,8056,needs_review,partial_unknown_marker
SI08056,oba me katha karanne aluth mek eka genada oba [Unkown] kenek mama hithanne nehe,8057,needs_review,partial_unknown_marker
SI08057,mama hithanne nehe oyage kebin eke pariganakayak nehe kiyala,8058,pending,
SI08058,oba ema sheetha kalaya hondin gatha karanne keseda oba hari [Unkown] [Unkown] makinli usama kandu muduna kumakda eya uthuru emarikawe usama sthanayada we,8059,needs_review,partial_unknown_marker
SI08059,[Unkown] [Unkown] da uthuru emarikawe usama sthanayayi hari samahara wita eya manasika rogiyek wenna puluwan api kema kanna yamu,8060,needs_review,partial_unknown_marker
SI08060,ow ow eka samaharawita eyawa maranna ethi eya [Unkown] ethakota hah,8061,needs_review,partial_unknown_marker
SI08061,hari samahara wita eya manasika rogiyek wenna puluwan api kema kanna yamu eka mage thaththawa wattanna,8062,pending,
SI08062,eya [Unkown] kollek ehenam ow eya [Unkown] walata kemathiyi,8063,needs_review,partial_unknown_marker
SI08063,ow eya [Unkown] walata hodatama asayi mama hithanne [Unkown] [Unkown] kiyala oya mokada hithanne e gena,8064,needs_review,partial_unknown_marker
SI08064,hondayi mama hithanne janel ganda gahanawa oba e gena sithanne kumakdeyi mama sithami eya pudgalika rasaya pilibanda karanayak pamanak,8065,pending,
SI08065,ohu matha nowe mama ohuge kalisama endagena nehe,8066,pending,
SI08066,eyi eyata loku kalisamak nedda mata ona ne,8067,pending,
SI08067,mama ohuge kalisama andinne neththe eyi ohuta honda kalisam neththe [Unkown],8068,needs_review,partial_unknown_marker
SI08068,ada udesana apa dutu boho us godanegili siyallama pahe aluth ewa yeyi mama sithami,8069,pending,
SI08069,ewa siyallama pahe [Unkown] weema itha [Unkown],8070,needs_review,partial_unknown_marker
SI08070,prakthiya itha [Unkown] prakthiya oh ow he owun masa hayakin adhiwegee margaya newatha godananga etha,8071,needs_review,partial_unknown_marker
SI08071,yatha thaththwayata path weema oh ow he owun masa hayakin adhiwegee margaya newatha godananga etha puduma sahagathayi mama itha peheduna,8072,pending,
SI08072,ekayi podi dewal eyata godak watinne mama mekata kemathiyi,8073,pending,
SI08073,oba newatha ehi newathune eyi [Unkown] menawiya sampurnayenma nandunana ayata ege motar rathaya dhawanaya kireemata ida dunne netha,8074,needs_review,partial_unknown_marker
SI08074,[Unkown] menawiya sampurnayenma nandunana ayata ege motar rathaya pedaweemata ida deema prathikshepa karayi,8075,needs_review,partial_unknown_marker
SI08075,ow boru keema hema witama itha paladayee alaya mewalamak hari mage mithuranta sthuthiyi,8076,pending,
SI08076,mata samawenna mama newathath swaminwahansege nama nishpala lesa gaththata mata samawenna epa wedihiti poth sappuwak newatha ehi thibe mama ikmaninma ennam,8077,pending,
SI08077,hari troyi api oya harak mas sheetha kala petis tika aran dennam kohomada api mulinma ewa ekka balanne kiyala,8078,pending,
SI08078,oba ottu allanawa ithin oba [Unkown] miladee gaththada [Unkown],8079,needs_review,partial_unknown_marker
SI08079,oba ottu elleema mulinma api ewa samanga pareeksha karanne keseda [Unkown],8080,needs_review,partial_unknown_marker
SI08080,sangarawak sellam baduwak samahara wita poth sappuwe netha mama ges wes muhunak damagena eweni ekakata noyami,8081,pending,
SI08081,ne mama oya eka thenakata ges mask ekak dagena yanne ne oya adahas karana de mama dannawa mama samanyayen loku thoppiyak saha thada kannadi andinawa,8082,pending,
SI08082,oba adahas karanne kumakdeyi mama danimi mama samanyayen wishala thoppiyak pelanda sitina athara anduru kannadi eya karyaya karayi,8083,pending,
SI08083,eka karanawada ow wage,8084,pending,
SI08084,ayubowan edam ayubowan,8085,pending,
SI08085,bayi troyi bayi edam,8086,pending,
SI08086,ayubowan edam saha semawitama sathutin siteema gena sthuthiyi,8087,pending,
SI08087,eyin iwath weemata oba nawayak amathanna,8088,pending,
SI08088,hotalaye de gena,8089,pending,
SI08089,mama hondin dakina hotalaya obata bohoma sthuthiyi oba itha lassanayi,8090,pending,
SI08090,sthuthiyi obe piya daksha pudgalayek mage piya dakshayek,8091,pending,
SI08091,mage thaththa dakshayek ne kollo hondayi subha rathriyak,8092,pending,
SI08092,obata wayasa awurudu this pahak,8093,pending,
SI08093,this paha obata this pahak penenne netha,8094,pending,
SI08094,oyata awurudu this pahak wage penne nehe mage wayasa keeyada kiyala,8095,pending,
SI08095,mata wayasa awurudu wisi pahak wage thiyenawa,8096,pending,
SI08096,wisipahak pamana mehi jeewath weema minisunta wayasin wedi bawa pene yeyi mama sithami,8097,pending,
SI08097,mama hithanne mehi jeewath weema pahaloswana mahale sitina minisunta wedihiti penumak ethi karayi,8098,pending,
SI08098,menna pahalosweni thattuwe ow methana pahalosweni thattuwe subha rathriyak,8099,pending,
SI08099,ow methana pahalosweni thattuwe [Unkown] [Unkown],8100,needs_review,partial_unknown_marker
SI08100,mokakda e ahasa,8101,pending,
SI08101,ahasa ahasa koheda,8102,pending,
SI08102,ehi ihala ahasa,8103,pending,
SI08103,ehi mata kisiwak nopene,8104,pending,
SI08104,obata udaw karanna ow karunakara mama siyaluma harak mas petis soyami,8105,pending,
SI08105,mata kisiwak nopene balanna,8106,pending,
SI08106,sheetha kala enna owun sheetha kala kopamana [Unkown] owun raththal pettiye [Unkown],8107,needs_review,partial_unknown_marker
SI08107,[Unkown] mage shuddha wu tharakawan desa bala sitinne nigro kenek,8108,needs_review,partial_unknown_marker
SI08108,[Unkown] [Unkown] [Unkown] [Unkown] neegro kenek kiyanne mokakda kiyala,8109,needs_review,partial_unknown_marker
SI08109,amme kohomada karanne kiyala kiyanna,8110,pending,
SI08110,oyata kohomada amme mama hondin,8111,pending,
SI08111,mikee [Unkown] nawaka samaya sandaha obata kopamana mudalak awashyada mama siyalu kadpath wikineemata sithuwemi,8112,needs_review,partial_unknown_marker
SI08112,mama hithuwe wihiluwak neweyi siyaluma kadpath wikineemata,8113,pending,
SI08113,oh eya itha hondayi api udaw kireemata mehi sitimu,8114,pending,
SI08114,swameeni oba newatha warak swamiyage nama nishpala lesa noganne nam mama eya itha agaya karami obata eya getaluwak wiya,8115,pending,
SI08115,obe abharana obe abharana heyi smart [Unkown] kotharam agaya karanawadeyi nokiyayi,8116,needs_review,partial_unknown_marker
SI08116,ane lassanayi mama balaporoththu wenawa ow amme,8117,pending,
SI08117,welamita putha samawenna amme,8118,pending,
SI08118,samawenna amme oya kawadawath danne nehe oyata kawadahari janadhipathi ekka dhawala mandiraye kema kanna puluwan,8119,pending,
SI08119,mama bayayi oyata mama hondin weyi kiyala,8120,pending,
SI08120,mama hondin innam oya mage nirbheetha kolla,8121,pending,
SI08121,menna [Unkown] [Unkown] eka saha [Unkown] [Unkown] ewa okkoma balaganna owu amme,8122,needs_review,partial_unknown_marker
SI08122,oya amaruwenda putha mama hithanne mama mano waidyawarayek lawa elawanawa kiyala,8123,pending,
SI08123,mama hithanne mano waidyawarayek mano waidyawarayek mawa luhubandinawa kiyala,8124,pending,
SI08124,aduma tharame re kematawath inna api yanna one nehe,8125,pending,
SI08125,me oyage nidana kamarayayi amme mama eka thaththage karyalayak bawata path kala,8126,pending,
SI08126,ne amme mama eka thaththage ofis eka bawata path kala oya koheda,8127,pending,
SI08127,hondayi oba koheda mama penala giya api wiwahakayi,8128,pending,
SI08128,nehe polisiya owunwa kendawanne nehe peminillak kaloth saha pudgalaya nireekshakayata wiruddha nam mata katha karanna wenawa,8129,pending,
SI08129,mata peminillak kalahoth saha pudgalaya nireekshakayekuta wiruddha wuwahoth owun owunge motar ratha saha thuwakku saha manchu samanga peminena bawa mata pewasiya noheka,8130,pending,
SI08130,nehe owun owunge motar ratha saha owunge thuwakku saha owunge manchu samanga peminenu etheyi mata pewasiya noheka karunakara me minisata udaw awashya wana athara obata ohugen arakshawa awashya bawa pehediliya,8131,pending,
SI08131,[Unkown] anuwa mema [Unkown] pudgalaya pranawath dakshayeku wu athara mayim reka [Unkown] lindak ohu saha [Unkown] mahathmiya guwan yanaya getena wita mehi sita thibiya yuthuya,8132,needs_review,partial_unknown_marker
SI08132,apata thepel pathak ho yamak nolebune nam misa guwan yanaya getena wita ohu saha [Unkown] mahathmiya mehi sitiya yuthuya,8133,needs_review,partial_unknown_marker
SI08133,apata thepel pathak ho yamak nolebunahoth gnatheen gena kumak kiwa hekida yanna mage anumanayayi,8134,pending,
SI08134,nengenahira desin sitina gnatheen gena kumak kiwa hekida [Unkown],8135,needs_review,partial_unknown_marker
SI08135,oyata sehelluwak thiyenawa petiyo mona [Unkown] ow mata eliyak thiyenawa,8136,needs_review,partial_unknown_marker
SI08136,ow ow sinduwa ithin mata kiyanna eka [Unkown] methana [Unkown] petiyo eka methanin pahala apayak una methanin eha apaye hemathenama,8137,needs_review,partial_unknown_marker
SI08137,apaya menna petiyo eka apayak wela thiyenne methana pahalin eha apaye hemathenama ow mata kiyanna puluwan kolla watapita balala oya game kollek kiyala kiwwada,8138,pending,
SI08138,[Unkown] wenuwen kelwin sandaha apata amuththan lebee etha samawenna petiyo mata me [Unkown] [Unkown] samanga rewateemata sidu wiya,8139,needs_review,partial_unknown_marker
SI08139,samawenna raththaran mata me [Unkown] [Unkown] eka ekka rewatenna una eka hondata bima dala ethulata enna,8140,needs_review,partial_unknown_marker
SI08140,hondayi eya pahatha dama oba ethulata enna ottu allanna,8141,pending,
SI08141,den welawa hari ne kelwin mata thawama welawa ne,8142,pending,
SI08142,oba itha daksha bawa kireemata oba eya sawi kalahoth eya swayankreeyawa kriya wirahitha we,8143,pending,
SI08143,oya eka karanna heduwada oya harima dakshayi owun hemoma karanne nehe,8144,pending,
SI08144,nehe owun siyalloma mama thawaduratath danne nehe,8145,pending,
SI08145,heta udesana wana wita ema thahadu wikiranasheelee nowe yeyi mama balaporoththu wemi chees wisheshayen karadarakaree wanu etha,8146,pending,
SI08146,chees obe kraft niwaduwata wada narakayi,8147,pending,
SI08147,obe kraft niwadu dina gileemata wada narakayi oh itha naraka namuth ema meksikanu peneeme bonchi gileema tharam naraka netha obata eya mathakayi,8148,pending,
SI08148,oh eetath wada naraka namuth ema meksikanu peneema bonchi dip tharam naraka netha ow ow hari mata rost eka dee obe piyawara balanna mama newatha guwan widuliyata ennam,8149,pending,
SI08149,apata kopamana kalayak mehi rendee siteemata siduweda yanna mama nodanimi meya pupura yamata dina kihipayak gathawanu etha,8150,pending,
SI08150,samawenna wada arakshithayi eya mage adarsha pataya namuth mama daru prasuthiyata giyahoth eya onema welawaka siduwiya hekiya,8151,pending,
SI08151,namuth mama eya kiyawa ethi onema welawaka siduwiya heki daru prasuthiyata giyahoth mata sidu wuwahoth mamama daruwa prasutha karami,8152,pending,
SI08152,ow adaraneeya api eya kelin kara ethi thak kal,8153,pending,
SI08153,samahara wita obata gedara mihiri niwasak,8154,pending,
SI08154,mokakda e lok sadde,8155,pending,
SI08155,agulu damayi,8156,pending,
SI08156,awurudu this pahakata pasuwa eya arakshithayi,8157,pending,
SI08157,ewita eya arakshithayi eya arakshithayi,8158,pending,
SI08158,ihalata yamata ihalata yamata,8159,pending,
SI08159,apage siyalu mithurange daruwa sandaha apa wenuwen apa shakthimath pemwathiyak wiya yuthuya,8160,pending,
SI08160,hondatama pichchuna mama oyata dunna hodama kat eka mata badagini ne,8161,pending,
SI08161,mata badagini nehe oba kemathi unusum gammiris,8162,pending,
SI08162,unusum [Unkown] gammiris obe [Unkown] kisidu kelwin oba kemathi netha,8163,needs_review,partial_unknown_marker
SI08163,samahara wita mata denuna meka gedara wage wenne kohomada kiyala,8164,pending,
SI08164,ne ne kelwin meka wenas deyak mama wishwasa karanna oya [Unkown] kemathida kiyala,8165,needs_review,partial_unknown_marker
SI08165,obata rachana karannek obata rachana karanna kemathida [Unkown],8166,needs_review,partial_unknown_marker
SI08166,oya gawa [Unkown] thiyenawa mama oyata kiwwa mata hemadema thiyenawa kiyala,8167,needs_review,partial_unknown_marker
SI08167,getaluwak thibeda kelwin babala andanne netha,8168,pending,
SI08168,kelwin babala andanne nehe mama dekala thiyenawa,8169,pending,
SI08169,api ohuwa handunwanne kumakdeyi mama dutuwemi,8170,pending,
SI08170,nehe mama hithanne eka hari kiyala mama kalpana kala mata ekak ganna puluwanda kiyala,8171,pending,
SI08171,mama dannawanam oyata ona monawada helan,8172,pending,
SI08172,kelwin menna,8173,pending,
SI08173,menna api oyawa hemathenama beluwa oya mokada karanne kiyala,8174,pending,
SI08174,api oyawa hemathenama beluwa oya mokada karanne kiyala mama me pasupasa [Unkown] margaya pareeksha karamin sitiya,8175,needs_review,partial_unknown_marker
SI08175,eya itha hondayi ow hondayi ese nam misa,8176,pending,
SI08176,thegi labagena oba ottu allana layit karanna,8177,pending,
SI08177,wihiluwak ne wena kawuru karayida mama mewa heduwe,8178,pending,
SI08178,eya itu nowana bawa edam pewasuwahoth oba ohuta prarthana kale kumakda [Unkown],8179,needs_review,partial_unknown_marker
SI08179,ohu keewoth eya sebe nowanu etha aho eya [Unkown] pokurak pamanak bawa api kisi witekath mage pawula thula wishwasa nokalemu,8180,needs_review,partial_unknown_marker
SI08180,oh eya [Unkown] pokurak pamani mage pawula thula api mage pawula thula hondin kala yeyi api kisi witekath wishwasa kale netha,8181,needs_review,partial_unknown_marker
SI08181,anduru kelwin [Unkown] thula dilisenne nethi kenekuta kumak kiwa yuthuda [Unkown],8182,needs_review,partial_unknown_marker
SI08182,kelwin [Unkown] hondin kiyannata eththe kumakda api wasara dekakin ihalata yana bawa api danimu ewita mama itha balaporoththu wemi,8183,needs_review,partial_unknown_marker
SI08183,api obe kek kamu ow api [Unkown],8184,needs_review,partial_unknown_marker
SI08184,oba dannawa api ihalata yana wita mata me perani sthanaya manga herenu etha oba kese samawa denawada [Unkown],8185,needs_review,partial_unknown_marker
SI08185,newathath uthpadaka kamaraya thula ow me siyalla kriya karana akaraya ma washee karayi,8186,pending,
SI08186,oh ow me siyalla kriyathmaka wana akaraya ma sith edaganna suluyi oba adahas karanne kumakdeyi mama hondin danimi,8187,pending,
SI08187,api mulinma kuda [Unkown] kala yuthuda dora arinna,8188,needs_review,partial_unknown_marker
SI08188,ow ow eya dala washayen honda yana arutha ethi purawidya kathanayaki,8189,pending,
SI08189,eya pauranika wachika wadayak dala washayen adahas karanne honda ow eya hari yannayi,8190,pending,
SI08190,ane manda ane manda ithin api den mokada karanne api methana inna,8191,pending,
SI08191,kopamana kalayak apa wisin karana lada sema deyakma awasan wee thibeda yanna ma sithanne mema [Unkown] awasanaye ekineka mara damanu ethi bawayi,8192,needs_review,partial_unknown_marker
SI08192,hondayi mama me ghaye pradhaniya mama ohuta awama washayen [Unkown] dekeemata awashyayi,8193,needs_review,partial_unknown_marker
SI08193,mata ohu awama washayen ahasa dakinawata awashya wana athara api eya dakinu etha,8194,pending,
SI08194,api saha sagaraya kandu panthiyak karannemu,8195,pending,
SI08195,saha sagaraya kandu panthiyak ma pawasana paridi karanna,8196,pending,
SI08196,ohu dakshayi ow adaraneeya mama dannawa,8197,pending,
SI08197,mama hithuwa awurudu dahayak me kaleta kochchara kal dannada kiyala,8198,pending,
SI08198,hondayi karunakara apata samawenna api kalayaka sita [Unkown] sangraha kale netha,8199,needs_review,partial_unknown_marker
SI08199,samahara welawata mama obata ewa idiripath kala hekke kumakda [Unkown],8200,needs_review,partial_unknown_marker
SI08200,oya den monada ban methana karanne,8201,pending,
SI08201,oya mokada methana karanne mata mage samahara dewal amathaka wuna,8202,pending,
SI08202,mata mage samahara dewal amathaka wuna oyage dewal mata eka balanna denna,8203,pending,
SI08203,oba me sandaha apasu awa eyi owun relf [Unkown] ge saha mema sithgannasulu penumethi mithura kawuda [Unkown],8204,needs_review,partial_unknown_marker
